,,,,,,,,
"
",,,,,,,,
Select filter criteria below:,,,,,,,,
Start Date:,03/01/2014 ,Start Time:,12:00 AM ,Building:,All ,,,
 End Date:,03/31/2014 ,End Time:,11:59 PM,Room:,All,,,
,,,,,,,,
,,,,,,,,
Name,Building,Room,Days met,Start Date,End Date,Start Time,End Time,
Communication and Social Science  ,ASC ,232,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Communication and Technology  ,ASC ,231,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Communication Skills for Effective Pract  ,CHP ,111,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:00 PM ,
Communication Skills for Effective Pract  ,CHP ,112,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:00 PM ,
Composing Music For Games  ,TMC ,G150 ,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Computer Organization and Architecture  ,RTH ,105,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
"Consultation, Coaching and Social Entrep  ",CITY ,D ,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Contemporary Issues in School-Based Prac  ,CHP ,109,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:20 PM ,
Control Systems Laboratory  ,BHE ,310,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Cultural Competence in Health and Medici  ,MCH ,156,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
"Culture, Lifestyle, and Health  ",MCH ,149,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Current Topics in Immunology  ,OFFICE ,OFFICE ,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Data Analysis  ,SSB ,115AB ,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Data Analysis Strategies  ,CANCEL ,CANCEL ,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Developing the Advanced Project  ,SCA ,258,M ,01/13/2014 ,03/07/2014 ,01:00 PM ,03:50 PM ,
Digital Effects Animation  ,RZC ,117,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Directed Research  ,SWC ,118,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Directed Research  ,WPH ,B27 ,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Directing in a Virtual World  ,RZC ,108,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Documentary Animation Production  ,SCB ,304,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Documentary Production  ,SCA ,258,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Domestic Violence  ,VKC ,202,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Drumming Proficiency for the Popular Mus  ,TMC ,G122B ,MW ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Dynamics  ,KAP ,163,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
East Asian Societies  ,VKC ,155,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
East Asian Societies  ,VKC ,155,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Elementary Orchestration  ,UUC ,B2 ,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Engineering Honors Colloquium  ,SGM ,101,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Engineering Honors Colloquium  ,SGM ,101,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Engineering Honors Colloquium  ,SGM ,101,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Engineering Honors Colloquium  ,SGM ,101,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Environment and Ethics  ,THH ,210,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Epidemiology of Infectious Disease  ,NOR ,4444,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,05:00 PM ,
Espionage and Intelligence  ,THH ,B9 ,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Evaluation of Research: Mental Health  ,CANCEL ,CANCEL ,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Evaluation of Research: Mental Health  ,MRF ,229,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Evaluation of Research: Mental Health  ,OCAC ,OCAC ,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Evaluation of Research: Mental Health  ,SDAC ,SDAC ,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Evaluation of Research: Mental Health  ,WPH ,B30 ,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Exploring Ethnicity Through Film  ,GFS ,220,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Exploring Ethnicity Through Film  ,GFS ,220,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Exploring Ethnicity Through Film  ,GFS ,222,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Exploring Ethnicity Through Film  ,GFS ,228,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Film and/or Television Style Analysis  ,SCA ,108,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,05:50 PM ,
Film Business Procedures and Distributio  ,SCA ,363,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Foundations of Statistics  ,KAP ,138,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Foundations of Statistics  ,ZHS ,352,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
"Foundations: Creativity, Craft and Activ  ",CENTER ,CENTER ,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:00 PM ,
Foundations: Neuroscience  , , ,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:20 PM ,
Foundations: Neuroscience  ,CENTER ,CENTER ,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:20 PM ,
"Free Radical Chemistry, Biology, and Med  ",GER ,224,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
French I  ,VKC ,160,MTWR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
French I  ,WPH ,101,MTWR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
French II  ,THH ,110,MTWR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
French II  ,VKC ,161,MTWR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
French III  ,CANCEL ,CANCEL ,MTWR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
French III  ,THH ,112,MTWR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
French IV  ,VKC ,110,MTWR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Functional Skills for Keyboard Majors II  ,TMC ,112,MW ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Fundamental Concepts of Modern Algebra  ,KAP ,164,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Fundamental Principles of the Calculus  ,KAP ,134,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Fundamental Principles of the Calculus  ,MHP ,105,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Fundamental Principles of the Calculus  ,VHE ,206,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Fundamentals of Animation  ,SCA ,356,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Fundamentals of Animation  ,SCA ,356,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Fundamentals of Animation  ,SCB ,102,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Fundamentals of Cinema Technique  ,SCA ,203,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Fundamentals of Cinema Technique  ,SCA ,363,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Fundamentals of Physics III: Optics and  ,SLH ,102,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
"Gender, Media and Communication  ",ASC ,232,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
General Chemistry  ,SGM ,205,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
General Chemistry  ,SGM ,207,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
General Chemistry  ,SGM ,208,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
General Chemistry  ,SGM ,208,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
General Chemistry  ,SGM ,209,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
General Chemistry  ,SGM ,209,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
General Chemistry  ,SGM ,212,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
General Chemistry  ,SGM ,212,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
General Physiology  ,THH ,101,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Geotechnical Engineering  ,KAP ,B40 ,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
"Global Health Modules, Malaria  ",MCH ,256,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Grant Writing for Non-Government Organiz  ,MCH ,149,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Health Economics Il  ,OFFICE ,OFFICE ,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,05:00 PM ,
Hebrew II  ,HUC ,HUC ,MTWR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Hip-Hop Dance  ,PED ,207,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Human Behavior and the Social Environmen  ,MRF ,204,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Human Behavior and the Social Environmen  ,MRF ,320,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Human Behavior and the Social Environmen  ,MRF ,330,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Human Behavior and the Social Environmen  ,OCAC ,OCAC ,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Human Behavior and the Social Environmen  ,OCAC ,OCAC ,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Human Behavior and the Social Environmen  ,SDAC ,SDAC ,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Human Functional Anatomy for Occupationa  ,CHP ,109,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Human Physiology for Occupational Therap  ,CHP ,111,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Hypnosis Social Work Practice  ,OFFICE ,OFFICE ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Ideology and Political Conflict  ,VKC ,258,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Immersive Audio Signal Processing  ,RTH ,217,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Information Visualization  ,SCI ,L105 ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Integrative Learning for Social Work Pra  ,CANCEL ,CANCEL ,S ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Integrative Learning for Social Work Pra  ,OCAC ,OCAC ,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Integrative Learning for Social Work Pra  ,OCAC ,OCAC ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Integrative Learning for Social Work Pra  ,OCAC ,OCAC ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Integrative Learning for Social Work Pra  ,OCAC ,OCAC ,S ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Intermediate Acting II  ,PED ,202,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Intermediate Cinematography  ,SCC ,STG 3 ,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Intermediate Cinematography  ,SCC ,STG 3 ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Intermediate Conversational French  ,VKC ,255,MW ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Intermediate Game Design Workshop  ,SCI ,L113 ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Intermediate Game Development  , , ,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Intermediate Production  ,RZC ,108,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Intermediate Production  ,RZC ,108,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Intermediate Russian I  ,VKC ,104,MTWR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
International Relations: Introductory An  ,SOS ,B48 ,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
International Relations: Introductory An  ,VKC ,205,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
International Relations: Introductory An  ,VKC ,260,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
International Relations: Introductory An  ,VKC ,260,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Introduction to 3-D Computer and Charact  ,SCB ,102,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Introduction to 3-D Computer and Charact  ,SCB ,102,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Introduction to Acting  ,CANCEL ,CANCEL ,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Introduction to Cinema  ,SOS ,B52 ,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Introduction to Cinema  ,SOS ,B52 ,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Introduction to Composition  ,MUS ,213,MW ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Introduction to Digital Circuits  ,OHE ,336,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Introduction to Film Graphics - Animatio  ,SCB ,205,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Introduction to Information Technology  ,KAP ,107,MW ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Introduction to Mathematics for Business  ,KAP ,164,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Introduction to Multiple-Camera Producti  ,RZC ,STG A ,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Introduction to Psychology  ,GFS ,108,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Introduction to Psychology  ,GFS ,109,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Introduction to Qualitative and Mixed Re  ,SWC ,118,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Introduction to Research Apprenticeship  ,WPH ,B27 ,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Introduction to Screenwriting  ,SCA ,342,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Introduction to Screenwriting  ,SCA ,362,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Introduction to Separation Processes  ,GFS ,116,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Introduction to Television Writing  ,SCI ,209,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Introduction to the Art of Movement  ,SCB ,102,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Introduction to the Art of Movement  ,SCB ,207,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Introduction to Theory of Complex Variab  ,CANCEL ,CANCEL ,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Italian I  ,VKC ,111,MTWR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Italian II  ,VKC ,109,MTWR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Japanese History  ,VKC ,157,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Japanese III  ,WPH ,201,MTWR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Japanese IV  ,VKC ,209,MTWR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Lateral Thinking for Filmmaking Practice  ,SCA ,112,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Lateral Thinking for Filmmaking Practice  ,SCA ,203,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Lateral Thinking for Filmmaking Practice  ,SCA ,259,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Latin III  ,VKC ,252,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Law and Society  ,ZHS ,163,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
"Law, Politics and Public Policy  ",VKC ,258,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Leadership and Teamwork  ,GFS ,108,MW ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Leadership Capstone  ,CHP ,G37 ,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:20 PM ,
Leadership in the Social Work Profession  ,VKC ,254,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Leadership in the Social Work Profession  ,VKC ,257,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Lighting Design I  ,PED ,114F ,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Lighting Design II  ,PED ,114F ,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Linear Algebra and Linear Differential E  ,GFS ,114,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Linear Algebra and Linear Differential E  ,VHE ,214,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Linear Algebra and Linear Differential E  ,WPH ,B28 ,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Macro Practice and Evaluation in Work-Re  ,CITY ,B ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Macro Practice and Evaluation in Work-Re  ,OFFICE ,OFFICE ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Master Class  ,SCB ,207,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Materials Science  ,PCE ,103,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Materials Science  ,PCE ,103,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Mathematical and Computational Methods f  ,KAP ,147,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Mathematics of Physics and Engineering I  ,GFS ,101,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Mathematics of Physics and Engineering I  ,GFS ,113,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Mathematics of Physics and Engineering I  ,GFS ,218,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Mathematics of Physics and Engineering I  ,KAP ,159,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Media Arts and Practice Colloquium/Profe  ,SCI ,209,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Medieval People: Early Europe and its Ne  ,VKC ,158,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
"Merging Policy, Planning and Research fo  ",OFFICE ,OFFICE ,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
"Merging Policy, Planning and Research fo  ",VKC ,255,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
"Merging Policy, Planning and Research fo  ",WPH ,B26 ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Methods in Experimental Pathology  ,OFFICE ,OFFICE ,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Models of Family Therapy: Theory and Pra  ,OFFICE ,OFFICE ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Motion Picture Sound Editing  ,SCA ,B128 ,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Movement II  ,MCC ,111,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Multiple Regression for Social Work Rese  ,CITY ,A ,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
"Nanostructured Materials: Design, Synthe  ", , ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
"Nanostructured Materials: Design, Synthe  ", , ,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Negotiation and Deal-Making  ,JKP ,112,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:00 PM ,
Oceanography  ,SAL ,101,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Online Chinese I  ,SOS ,B38 ,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Orchestration I  ,MUS ,319,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Ordinary Differential Equations  ,KAP ,165,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Organic Chemistry  ,SGM ,108,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Organic Chemistry  ,SGM ,109,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Organic Chemistry  ,SGM ,124,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Organic Chemistry  ,SGM ,124,MWF ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Organic Chemistry  ,SGM ,124,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Organic Chemistry  ,SGM ,124,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Organic Chemistry  ,SGM ,124,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Organizations and Policy: Current Issues  ,WPH ,403,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:00 PM ,
Originating and Developing Ideas for Fil  ,RZC ,114,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Originating and Developing Ideas for Fil  ,SCB ,304,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Peoples and Cultures of the Americas  ,GFS ,213,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Peoples and Cultures of the Americas  ,GFS ,213,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Peoples and Cultures of the Americas  ,GFS ,213,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Physical Chemistry  ,GFS ,223,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Physical Chemistry  ,SGM ,226,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Physiology of Development and Aging  ,GER ,230,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Pitching for Film and Television  ,SCB ,304,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Practice Immersion: Adult Physical Rehab  ,CHP ,111,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:00 PM ,
Practice Immersion: Adult Physical Rehab  ,CHP ,139,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:00 PM ,
Practice Immersion: Mental Health  ,CANCEL ,CANCEL ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:00 PM ,
Practice Immersion: Mental Health  ,CANCEL ,CANCEL ,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:00 PM ,
Practice Immersion: Mental Health  ,CHP ,112,WR ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:00 PM ,
Practice Immersion: Pediatrics  ,CHP ,113A ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:00 PM ,
Practice Immersion: Pediatrics  ,CHP ,113A ,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:00 PM ,
Practicum in Clinical Psychology  ,HRC ,HRC ,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Practicum in On-Screen Direction of Acto  ,RZC ,STG A ,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Practicum in Screenwriting  ,SCA ,345,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
Predictive and Prognostic Biomarkers in  ,CANCEL ,CANCEL ,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:00 PM ,
Principles of Biostatistics  , , ,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:55 PM ,
Principles of Biostatistics  ,CANCEL ,CANCEL ,T ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:00 PM ,
Principles of Biostatistics  ,SSB ,115AB ,M ,01/13/2014 ,05/02/2014 ,01:00 PM ,02:50 PM ,
Principles of Epidemiology  ,SSB ,115AB ,R ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Principles of Macroeconomics  ,KAP ,145,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Principles of Macroeconomics  ,OFFICE ,OFFICE ,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Principles of Microeconomics  ,OFFICE ,OFFICE ,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Principles of Microeconomics  ,OFFICE ,OFFICE ,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Probability for Electrical and Computer  ,VKC ,155,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Production I: Facilities and Logistics  ,GER ,309,F ,01/13/2014 ,05/02/2014 ,01:00 PM ,01:50 PM ,
Production II  ,SCA ,204,MW ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Production II  ,SCA ,204,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Production II  ,SCA ,209,MW ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
Production II  ,SCA ,209,TR ,01/13/2014 ,05/02/2014 ,01:00 PM ,04:50 PM ,
"Production III, Documentary  ",OFFICE ,OFFICE ,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
"Production III, Documentary  ",RZC ,108,W ,01/13/2014 ,05/02/2014 ,01:00 PM ,03:50 PM ,
